IssueKey,UpdatedOn,HoursSinceLastUpdate
OP-8600,2021-12-15T11:38:06.354+0530,861
OP-8599,2021-12-15T11:38:06.065+0530,861
OP-8598,2021-12-15T11:38:05.460+0530,861
OP-8597,2021-12-15T11:38:05.014+0530,861
OP-8596,2021-12-15T11:38:04.512+0530,861
OP-8595,2021-12-15T11:38:03.852+0530,861
OP-8593,2021-12-15T11:38:03.393+0530,861
OP-8592,2021-12-15T11:38:30.965+0530,861
OP-8591,2021-12-15T11:38:30.236+0530,861
OP-8590,2021-12-15T11:38:30.096+0530,861
OP-8589,2021-12-15T11:38:29.365+0530,861
OP-8588,2021-12-15T11:38:29.062+0530,861
OP-8587,2021-12-15T11:38:27.926+0530,861
OP-8586,2021-12-15T11:38:27.649+0530,861
OP-8585,2021-12-15T11:38:26.330+0530,861
OP-8584,2021-12-15T11:38:25.596+0530,861
OP-8583,2021-12-15T11:38:24.980+0530,861
OP-8582,2021-12-15T11:38:31.543+0530,861
OP-8581,2021-12-15T11:38:36.729+0530,861
OP-8580,2021-12-15T11:38:36.457+0530,861
OP-8579,2021-12-15T11:38:35.416+0530,861
OP-8578,2021-12-15T11:38:34.560+0530,861
OP-8577,2021-12-15T11:38:34.118+0530,861
OP-8576,2021-12-15T11:38:33.508+0530,861
OP-8575,2021-12-15T11:38:32.640+0530,861
OP-8574,2021-12-15T11:38:32.505+0530,861
OP-8573,2021-12-15T11:38:31.395+0530,861
OP-8572,2021-12-15T11:38:20.210+0530,861
OP-8571,2021-12-15T11:38:19.352+0530,861
OP-8569,2021-12-15T11:38:22.110+0530,861
OP-8568,2021-12-15T11:38:21.952+0530,861
OP-8567,2021-12-15T11:38:21.805+0530,861
OP-8566,2021-12-15T11:38:21.667+0530,861
OP-8565,2021-12-15T11:38:21.522+0530,861
OP-8564,2021-12-15T11:38:20.945+0530,861
OP-8563,2021-12-15T11:38:20.771+0530,861
OP-8547,2021-12-15T11:38:43.020+0530,861
OP-8546,2021-12-15T11:38:42.860+0530,861
OP-8545,2021-12-15T11:38:42.719+0530,861
OP-8544,2021-12-15T11:38:42.577+0530,861
OP-8543,2021-12-15T11:38:42.429+0530,861
OP-8542,2021-12-15T11:38:44.221+0530,861
OP-8541,2021-12-15T11:38:44.093+0530,861
OP-8539,2021-12-15T11:38:43.829+0530,861
OP-8538,2021-12-15T11:38:43.314+0530,861
OP-8537,2021-12-15T11:38:46.931+0530,861
OP-8535,2021-12-15T11:38:46.130+0530,861
OP-8534,2021-12-15T11:38:45.847+0530,861
OP-8533,2021-12-15T11:38:45.560+0530,861
OP-8532,2021-12-15T11:39:07.789+0530,861
OP-8531,2021-12-15T11:39:07.381+0530,861
OP-8529,2021-12-15T11:39:06.773+0530,861
OP-8528,2021-12-15T11:39:05.921+0530,861
OP-8527,2021-12-15T11:39:05.513+0530,861
OP-8526,2021-12-15T11:39:05.206+0530,861
OP-8525,2021-12-15T11:39:04.588+0530,861
OP-8524,2021-12-15T11:39:04.441+0530,861
OP-8523,2022-01-06T21:46:01.266+0530,323
OP-8522,2022-01-06T21:45:15.407+0530,323
OP-8521,2021-12-15T11:39:11.433+0530,861
OP-8520,2021-12-15T11:39:10.788+0530,861
OP-8518,2021-12-15T11:39:10.244+0530,861
OP-8517,2021-12-15T11:39:09.932+0530,861
OP-8516,2021-12-15T11:39:09.505+0530,861
OP-8515,2021-12-15T11:39:09.357+0530,861
OP-8514,2021-12-15T11:39:09.040+0530,861
OP-8513,2021-12-15T11:39:08.899+0530,861
OP-8512,2021-12-15T11:39:30.954+0530,861
OP-8511,2021-12-15T11:39:30.415+0530,861
OP-8510,2021-12-15T11:39:30.000+0530,861
OP-8509,2021-12-15T11:39:29.592+0530,861
OP-8508,2021-12-15T11:39:29.038+0530,861
OP-8507,2021-12-15T11:39:28.767+0530,861
OP-8506,2021-12-15T11:39:28.504+0530,861
OP-8505,2021-12-15T11:39:28.068+0530,861
OP-8504,2021-12-15T11:39:27.917+0530,861
OP-8503,2021-12-15T11:39:27.781+0530,861
OP-8502,2021-12-15T11:39:35.317+0530,861
OP-8501,2021-12-15T11:39:35.047+0530,861
OP-8500,2021-12-15T11:39:34.467+0530,861
OP-8499,2021-12-15T11:39:34.186+0530,861
OP-8498,2021-12-15T11:39:33.598+0530,861
OP-8497,2021-12-15T11:39:33.188+0530,861
OP-8496,2021-12-15T11:39:32.652+0530,861
OP-8495,2021-12-15T11:39:32.376+0530,861
OP-8494,2021-12-15T11:39:32.013+0530,861
OP-8493,2021-12-15T11:39:31.869+0530,861
OP-8492,2021-12-15T11:39:22.799+0530,861
OP-8491,2021-12-15T11:39:22.251+0530,861
OP-8490,2021-12-15T11:39:22.085+0530,861
OP-8489,2021-12-15T11:39:21.700+0530,861
OP-8488,2021-12-15T11:39:20.997+0530,861
OP-8487,2022-01-18T19:50:55.522+0530,37
OP-8486,2021-12-15T11:39:20.595+0530,861
OP-8485,2021-12-15T11:39:19.735+0530,861
OP-8484,2021-12-15T11:39:19.595+0530,861
OP-8483,2021-12-15T11:39:18.546+0530,861
OP-8482,2021-12-15T11:39:27.478+0530,861
OP-8481,2021-12-15T11:39:27.064+0530,861
OP-8480,2021-12-15T11:39:26.657+0530,861
OP-8479,2021-12-15T11:39:26.264+0530,861
OP-8478,2021-12-15T11:39:25.677+0530,861
OP-8477,2021-12-15T11:39:25.132+0530,861
OP-8476,2021-12-15T11:39:24.629+0530,861
OP-8474,2021-12-23T14:59:51.155+0530,666
OP-8473,2021-11-22T14:14:04.773+0530,1411
OP-8472,2021-12-15T11:39:43.065+0530,861
OP-8471,2021-12-15T11:39:45.889+0530,861
OP-8470,2021-12-15T11:39:45.473+0530,861
OP-8469,2021-12-15T11:39:45.027+0530,861
OP-8468,2021-12-15T11:39:44.904+0530,861
OP-8467,2021-12-15T11:39:44.491+0530,861
OP-8466,2021-12-15T11:39:44.207+0530,861
OP-8465,2021-12-15T11:39:43.780+0530,861
OP-8464,2021-12-15T11:39:43.370+0530,861
OP-8463,2021-12-15T11:39:42.678+0530,861
OP-8462,2021-12-15T11:39:47.238+0530,861
OP-8461,2021-12-15T11:39:46.824+0530,861
OP-8460,2021-12-15T11:39:49.938+0530,861
OP-8459,2021-12-15T11:39:49.792+0530,861
OP-8458,2021-12-15T11:39:49.660+0530,861
OP-8457,2021-12-15T11:39:49.350+0530,861
OP-8456,2021-12-15T11:39:49.194+0530,861
OP-8455,2021-12-15T11:39:48.620+0530,861
OP-8454,2021-12-15T11:39:48.330+0530,861
OP-8453,2021-12-15T11:39:47.831+0530,861
OP-8452,2021-12-15T11:39:36.586+0530,861
OP-8451,2021-12-15T11:39:36.450+0530,861
OP-8450,2021-12-15T11:39:36.194+0530,861
OP-8449,2021-12-15T11:39:39.592+0530,861
OP-8448,2021-12-15T11:39:39.070+0530,861
OP-8447,2021-12-15T11:39:38.530+0530,861
OP-8446,2021-12-15T11:39:38.144+0530,861
OP-8445,2021-12-15T11:39:37.715+0530,861
OP-8441,2021-12-01T14:17:32.511+0530,1194
OP-8439,2022-01-18T18:14:43.740+0530,38
OP-8438,2021-12-15T11:39:42.325+0530,861
OP-8437,2021-12-17T11:22:31.254+0530,813
OP-8436,2021-12-15T11:39:41.893+0530,861
OP-8435,2021-12-15T11:39:41.159+0530,861
OP-8434,2021-12-15T11:39:40.763+0530,861
OP-8433,2021-12-15T11:37:55.911+0530,861
OP-8432,2021-12-15T11:37:55.230+0530,861
OP-8431,2021-12-15T11:37:54.610+0530,861
OP-8430,2021-12-15T11:37:54.078+0530,861
OP-8429,2021-12-15T11:37:53.856+0530,861
OP-8428,2021-12-15T11:37:53.072+0530,861
OP-8427,2021-12-15T11:37:52.743+0530,861
OP-8426,2021-12-15T11:37:52.418+0530,861
OP-8425,2021-12-15T11:37:52.041+0530,861
OP-8424,2021-12-15T11:37:51.863+0530,861
OP-8423,2021-12-15T11:37:59.688+0530,861
OP-8422,2021-12-15T11:37:59.531+0530,861
OP-8421,2021-12-15T11:37:59.375+0530,861
OP-8420,2021-12-15T11:37:59.028+0530,861
OP-8419,2021-12-15T11:37:58.849+0530,861
OP-8418,2021-12-15T11:37:58.700+0530,861
OP-8417,2021-12-15T11:37:58.338+0530,861
OP-8416,2021-12-15T11:37:57.861+0530,861
OP-8415,2021-12-15T11:37:57.493+0530,861
OP-8414,2021-12-15T11:37:56.776+0530,861
OP-8413,2021-12-15T11:37:47.043+0530,861
OP-8412,2021-12-15T11:37:46.864+0530,861
OP-8411,2021-12-15T11:37:46.339+0530,861
OP-8410,2021-12-15T11:37:45.962+0530,861
OP-8409,2021-12-15T11:37:45.797+0530,861
OP-8408,2021-12-15T11:37:45.275+0530,861
OP-8407,2021-12-15T11:37:44.850+0530,861
OP-8406,2021-12-15T11:37:44.634+0530,861
OP-8405,2021-12-15T11:37:44.269+0530,861
OP-8404,2021-12-15T11:37:43.839+0530,861
OP-8403,2021-12-15T11:37:51.246+0530,861
OP-8402,2021-12-15T11:37:50.864+0530,861
OP-8401,2021-12-15T11:37:50.505+0530,861
OP-8400,2022-01-19T18:14:38.559+0530,14
OP-8399,2021-12-15T11:37:50.349+0530,861
OP-8398,2021-12-15T11:37:49.888+0530,861
OP-8397,2021-12-15T11:37:49.503+0530,861
OP-8396,2021-12-15T11:37:48.930+0530,861
OP-8395,2021-12-15T11:37:48.613+0530,861
OP-8394,2021-12-15T11:37:48.070+0530,861
OP-8393,2021-12-15T11:38:13.935+0530,861
OP-8392,2021-12-15T11:38:13.418+0530,861
OP-8391,2021-12-15T11:38:12.525+0530,861
OP-8390,2021-12-15T11:38:11.742+0530,861
OP-8389,2021-12-15T11:38:11.228+0530,861
OP-8388,2021-12-15T11:38:10.389+0530,861
OP-8387,2021-12-15T11:38:09.076+0530,861
OP-8386,2021-12-15T11:38:08.483+0530,861
OP-8385,2021-12-15T11:38:07.990+0530,861
OP-8383,2021-12-15T11:38:18.578+0530,861
OP-8382,2021-12-15T11:38:18.228+0530,861
OP-8381,2021-12-17T11:21:22.933+0530,813
OP-8380,2021-12-15T11:38:17.394+0530,861
OP-8379,2021-12-15T11:38:16.935+0530,861
OP-8378,2021-12-15T11:38:16.640+0530,861
OP-8377,2021-12-15T11:38:15.712+0530,861
OP-8363,2021-12-15T11:38:04.334+0530,861
OP-8362,2021-12-15T11:38:07.364+0530,861
OP-8361,2021-12-15T11:38:07.206+0530,861
OP-8360,2021-12-15T11:38:06.831+0530,861
OP-8359,2021-12-15T11:38:06.493+0530,861
OP-8358,2021-12-15T11:38:05.904+0530,861
OP-8357,2021-12-15T11:38:05.626+0530,861
OP-8356,2021-12-15T11:38:05.156+0530,861
OP-8355,2021-12-15T11:38:04.800+0530,861
OP-8354,2021-12-15T11:38:04.004+0530,861
OP-8353,2021-12-15T11:38:26.185+0530,861
OP-8352,2021-12-15T11:38:26.051+0530,861
OP-8351,2021-12-15T11:38:31.106+0530,861
OP-8350,2021-12-15T11:38:30.693+0530,861
OP-8349,2021-12-15T11:38:29.959+0530,861
OP-8348,2021-12-15T11:38:29.501+0530,861
OP-8347,2021-12-15T11:38:28.601+0530,861
OP-8346,2021-12-15T11:38:28.242+0530,861
OP-8345,2021-12-15T11:38:27.378+0530,861
OP-8344,2021-12-15T11:38:26.755+0530,861
OP-8343,2021-12-15T11:38:32.228+0530,861
OP-8342,2021-12-15T11:38:32.092+0530,861
OP-8341,2021-12-15T11:38:31.809+0530,861
OP-8340,2021-12-15T11:38:36.862+0530,861
OP-8339,2021-12-15T11:38:36.047+0530,861
OP-8338,2021-12-15T11:38:35.784+0530,861
OP-8337,2021-12-15T11:38:34.703+0530,861
OP-8336,2021-12-15T11:38:33.961+0530,861
OP-8335,2021-12-15T11:38:33.362+0530,861
OP-8334,2021-12-15T11:38:32.822+0530,861
OP-8333,2021-12-15T11:38:59.383+0530,861
OP-8332,2021-12-15T11:38:58.917+0530,861
OP-8331,2021-12-15T11:38:58.622+0530,861
OP-8330,2021-12-15T11:38:58.482+0530,861
OP-8329,2021-12-15T11:38:57.952+0530,861
OP-8328,2021-12-15T11:38:57.814+0530,861
OP-8327,2021-12-17T11:22:08.732+0530,813
OP-8326,2021-12-15T11:38:57.241+0530,861
OP-8325,2021-12-15T11:38:56.884+0530,861
OP-8324,2021-12-15T11:38:59.248+0530,861
OP-8323,2021-12-15T11:39:02.625+0530,861
OP-8322,2021-12-15T11:39:02.072+0530,861
OP-8321,2021-12-15T11:39:01.457+0530,861
OP-8320,2021-12-15T11:39:00.988+0530,861
OP-8319,2021-12-15T11:39:00.694+0530,861
OP-8318,2021-12-15T11:39:00.496+0530,861
OP-8317,2021-12-15T11:39:00.335+0530,861
OP-8316,2021-12-15T11:39:00.188+0530,861
OP-8315,2021-12-15T11:38:59.816+0530,861
OP-8314,2021-12-15T11:38:59.526+0530,861
OP-8313,2021-12-15T11:39:15.231+0530,861
OP-8311,2022-01-06T21:47:19.903+0530,323
OP-8310,2021-12-15T11:39:14.969+0530,861
OP-8309,2021-12-15T11:39:14.686+0530,861
OP-8308,2021-12-15T11:39:14.548+0530,861
OP-8307,2021-12-15T11:39:14.293+0530,861
OP-8306,2021-12-15T11:39:13.708+0530,861
OP-8305,2021-12-15T11:39:13.272+0530,861
OP-8304,2021-12-15T11:39:13.143+0530,861
OP-8303,2021-12-15T11:39:17.495+0530,861
OP-8302,2021-12-15T11:39:17.348+0530,861
OP-8301,2021-12-15T11:39:17.074+0530,861
OP-8300,2021-12-15T11:39:16.788+0530,861
OP-8299,2021-12-15T11:39:16.501+0530,861
OP-8298,2021-12-15T11:39:16.224+0530,861
OP-8297,2021-12-15T11:39:15.758+0530,861
OP-8296,2021-12-15T11:39:15.619+0530,861
OP-8295,2021-12-15T11:39:15.490+0530,861
OP-8294,2021-12-15T11:39:15.361+0530,861
OP-8293,2021-12-15T11:39:08.611+0530,861
OP-8292,2021-12-15T11:39:08.467+0530,861
OP-8291,2021-12-15T11:39:08.061+0530,861
OP-8290,2021-12-15T11:39:07.232+0530,861
OP-8289,2021-12-15T11:39:06.901+0530,861
OP-8288,2021-12-15T11:39:06.504+0530,861
OP-8287,2021-12-15T11:39:06.231+0530,861
OP-8286,2021-12-15T11:39:05.654+0530,861
OP-8285,2021-12-15T11:39:05.365+0530,861
OP-8284,2021-12-15T11:39:04.753+0530,861
OP-8283,2021-12-15T11:39:12.613+0530,861
OP-8282,2021-12-15T11:39:12.346+0530,861
OP-8281,2021-12-15T11:39:11.941+0530,861
OP-8280,2021-12-15T11:39:11.755+0530,861
OP-8279,2021-12-15T11:39:11.292+0530,861
OP-8278,2021-12-15T11:39:10.519+0530,861
OP-8277,2021-11-16T16:17:48.212+0530,1552
OP-8275,2021-12-15T11:39:09.645+0530,861
OP-8274,2021-12-15T11:39:09.230+0530,861
OP-8273,2021-12-15T11:39:31.456+0530,861
OP-8272,2021-12-15T11:39:31.266+0530,861
OP-8271,2021-12-15T11:39:30.690+0530,861
OP-8270,2021-12-15T11:39:30.550+0530,861
OP-8269,2021-12-15T11:39:30.136+0530,861
OP-8268,2021-12-15T11:39:29.453+0530,861
OP-8267,2021-12-15T11:39:29.311+0530,861
OP-8266,2021-12-15T11:39:28.637+0530,861
OP-8265,2021-12-15T11:39:28.358+0530,861
OP-8264,2021-12-15T11:39:28.211+0530,861
OP-8263,2021-12-15T11:39:35.791+0530,861
OP-8262,2021-12-15T11:39:35.632+0530,861
OP-8261,2021-12-15T11:39:35.486+0530,861
OP-8260,2021-12-15T11:39:34.779+0530,861
OP-8259,2021-12-15T11:39:34.620+0530,861
OP-8258,2021-12-15T11:39:34.049+0530,861
OP-8257,2021-12-15T11:39:33.463+0530,861
OP-8256,2021-12-15T11:39:33.327+0530,861
OP-8255,2021-12-15T11:39:32.881+0530,861
OP-8254,2021-12-15T11:39:32.515+0530,861
OP-8253,2021-12-15T11:39:20.046+0530,861
OP-8252,2021-12-15T11:39:23.101+0530,861
OP-8251,2021-12-15T11:39:22.946+0530,861
OP-8250,2021-12-15T11:39:22.381+0530,861
OP-8249,2021-12-15T11:39:21.831+0530,861
OP-8248,2021-12-15T11:39:21.395+0530,861
OP-8247,2021-12-15T11:39:21.124+0530,861
OP-8246,2021-12-15T11:39:20.859+0530,861
OP-8245,2021-12-15T11:39:20.463+0530,861
OP-8244,2021-12-15T11:39:19.869+0530,861
OP-8243,2021-12-15T11:39:23.957+0530,861
OP-8242,2021-12-15T11:39:23.762+0530,861
OP-8241,2021-12-15T11:39:27.644+0530,861
OP-8240,2021-12-15T11:39:27.344+0530,861
OP-8239,2021-12-15T11:39:26.526+0530,861
OP-8238,2021-12-15T11:39:26.116+0530,861
OP-8237,2021-12-15T11:39:25.398+0530,861
OP-8236,2021-12-15T11:39:24.908+0530,861
OP-8235,2021-12-15T11:39:24.348+0530,861
OP-8234,2021-12-15T11:39:24.221+0530,861
OP-8233,2021-12-15T11:40:20.471+0530,861
OP-8232,2021-12-15T11:40:20.038+0530,861
OP-8231,2021-11-17T09:26:46.273+0530,1535
OP-8230,2022-01-18T19:51:07.955+0530,37
OP-8229,2021-12-15T11:40:19.408+0530,861
OP-8228,2021-12-15T11:40:18.919+0530,861
OP-8227,2021-12-15T11:40:18.726+0530,861
OP-8226,2021-12-15T11:40:18.083+0530,861
OP-8225,2021-12-15T11:40:20.883+0530,861
OP-8224,2021-12-15T11:40:20.750+0530,861
OP-8223,2021-12-15T11:40:25.177+0530,861
OP-8222,2021-12-15T11:40:24.236+0530,861
OP-8221,2021-12-15T11:40:23.959+0530,861
OP-8220,2021-12-15T11:40:23.388+0530,861
OP-8219,2021-12-15T11:40:23.103+0530,861
OP-8218,2021-12-15T11:40:22.474+0530,861
OP-8217,2021-12-15T11:40:22.312+0530,861
OP-8216,2021-12-15T11:40:21.921+0530,861
OP-8215,2021-12-15T11:40:21.629+0530,861
OP-8214,2021-12-15T11:40:24.641+0530,861
OP-8213,2021-12-15T11:40:15.350+0530,861
OP-8212,2021-12-15T11:40:14.746+0530,861
OP-8211,2021-12-15T11:40:14.443+0530,861
OP-8210,2021-12-15T11:40:14.142+0530,861
OP-8209,2021-12-15T11:40:14.002+0530,861
OP-8208,2021-12-15T11:40:13.718+0530,861
OP-8207,2021-12-15T12:21:20.300+0530,860
OP-8206,2021-12-15T12:21:20.214+0530,860
OP-8205,2021-12-15T12:21:20.101+0530,860
OP-8204,2021-12-15T12:21:20.008+0530,860
OP-8203,2021-12-15T12:21:24.200+0530,860
OP-8202,2021-12-15T12:21:24.044+0530,860
OP-8201,2021-12-15T12:21:23.861+0530,860
OP-8200,2021-12-15T12:21:23.013+0530,860
OP-8199,2021-12-15T12:21:22.898+0530,860
OP-8198,2021-12-15T12:21:22.796+0530,860
OP-8196,2021-12-15T12:21:22.699+0530,860
OP-8195,2021-12-15T12:21:22.576+0530,860
OP-8194,2021-12-15T12:21:22.454+0530,860
OP-8193,2021-12-15T12:21:07.227+0530,860
OP-8192,2021-12-15T12:21:07.117+0530,860
OP-8191,2021-12-15T12:21:06.927+0530,860
OP-8190,2021-12-17T11:21:12.731+0530,813
OP-8189,2021-12-15T12:21:05.083+0530,860
OP-8188,2021-12-15T12:21:04.985+0530,860
OP-8187,2021-12-15T12:21:04.890+0530,860
OP-8186,2021-12-15T12:21:04.627+0530,860
OP-8185,2021-12-15T12:21:04.517+0530,860
OP-8184,2021-12-15T12:21:04.388+0530,860
OP-8183,2021-12-15T12:21:10.151+0530,860
OP-8182,2021-12-15T12:21:10.061+0530,860
OP-8181,2021-12-15T12:21:09.947+0530,860
OP-8179,2021-12-17T11:21:13.691+0530,813
OP-8178,2021-12-15T12:21:07.714+0530,860
OP-8177,2021-12-15T12:21:07.617+0530,860
OP-8176,2021-12-15T12:21:07.519+0530,860
OP-8175,2021-12-15T12:21:07.420+0530,860
OP-8174,2021-12-15T12:21:07.323+0530,860
OP-8173,2021-12-15T12:21:00.950+0530,860
OP-8172,2021-12-15T12:21:00.817+0530,860
OP-8171,2021-12-15T12:21:00.719+0530,860
OP-8170,2021-12-15T12:21:00.609+0530,860
OP-8169,2021-12-15T12:21:00.501+0530,860
OP-8168,2021-12-15T12:21:00.403+0530,860
OP-8167,2021-12-15T12:20:58.428+0530,860
OP-8166,2021-12-15T12:20:58.306+0530,860
OP-8165,2021-12-15T12:20:58.196+0530,860
OP-8164,2021-12-15T12:20:58.027+0530,860
OP-8163,2021-12-15T12:21:04.289+0530,860
OP-8162,2021-12-15T12:21:04.171+0530,860
OP-8161,2021-12-15T12:21:04.043+0530,860
OP-8160,2021-12-15T12:21:03.939+0530,860
OP-8159,2021-12-15T12:21:03.842+0530,860
OP-8158,2021-12-15T12:21:03.757+0530,860
OP-8157,2021-12-15T12:21:03.665+0530,860
OP-8156,2021-12-15T12:21:01.328+0530,860
OP-8155,2021-12-15T12:21:01.204+0530,860
OP-8154,2021-12-15T12:21:01.059+0530,860
OP-8153,2021-12-15T12:21:15.809+0530,860
OP-8152,2021-12-15T12:21:15.716+0530,860
OP-8151,2021-12-15T12:21:15.630+0530,860
OP-8150,2021-12-17T13:58:11.793+0530,811
OP-8149,2021-12-15T12:21:15.543+0530,860
OP-8148,2021-12-15T12:21:15.453+0530,860
OP-8147,2021-12-15T12:21:15.363+0530,860
OP-8146,2021-12-15T12:21:15.256+0530,860
OP-8145,2021-12-15T12:21:13.500+0530,860
OP-8144,2021-12-15T12:21:13.374+0530,860
OP-8143,2021-12-15T12:21:17.077+0530,860
OP-8142,2021-12-15T12:21:18.859+0530,860
OP-8141,2021-12-15T12:21:18.774+0530,860
OP-8140,2021-12-15T12:21:18.683+0530,860
OP-8139,2021-12-15T12:21:18.594+0530,860
OP-8138,2021-12-15T12:21:18.488+0530,860
OP-8137,2021-12-15T12:21:18.402+0530,860
OP-8136,2021-12-15T12:21:18.317+0530,860
OP-8135,2021-12-15T12:21:18.183+0530,860
OP-8134,2021-12-15T12:21:15.901+0530,860
OP-8133,2021-12-15T12:21:20.397+0530,860
OP-8132,2021-12-15T12:21:20.905+0530,860
OP-8131,2021-12-15T12:21:20.699+0530,860
OP-8130,2021-12-15T12:21:21.335+0530,860
OP-8129,2021-12-15T12:21:21.102+0530,860
OP-8128,2021-12-15T12:21:21.816+0530,860
OP-8127,2021-12-15T12:21:21.559+0530,860
OP-8126,2021-12-15T12:21:22.215+0530,860
OP-8125,2021-12-15T12:21:22.024+0530,860
OP-8124,2021-12-15T12:21:22.308+0530,860
OP-8123,2021-12-15T12:21:08.150+0530,860
OP-8122,2021-12-15T12:21:08.047+0530,860
OP-8121,2021-12-15T12:21:08.716+0530,860
OP-8120,2021-12-15T12:21:08.448+0530,860
OP-8119,2021-12-15T12:21:09.167+0530,860
OP-8118,2021-12-15T12:21:08.823+0530,860
OP-8117,2021-12-15T12:21:09.528+0530,860
OP-8116,2021-12-15T12:21:09.262+0530,860
OP-8115,2021-12-15T12:21:09.842+0530,860
OP-8114,2021-12-15T12:21:09.659+0530,860
OP-8113,2021-12-15T12:21:05.202+0530,860
OP-8111,2021-12-15T12:21:05.514+0530,860
OP-8110,2021-12-15T12:21:06.015+0530,860
OP-8109,2021-12-15T12:21:05.905+0530,860
OP-8108,2021-12-15T12:21:06.312+0530,860
OP-8107,2021-12-15T12:21:06.205+0530,860
OP-8106,2021-12-15T12:21:06.698+0530,860
OP-8105,2021-12-15T12:21:06.504+0530,860
OP-8104,2021-12-15T12:21:07.019+0530,860
OP-8103,2021-12-15T12:21:01.807+0530,860
OP-8102,2021-12-15T12:21:01.566+0530,860
OP-8101,2021-12-15T12:21:02.239+0530,860
OP-8100,2021-12-15T12:21:02.115+0530,860
OP-8099,2021-12-15T12:21:02.866+0530,860
OP-8098,2021-12-15T12:21:02.523+0530,860
OP-8097,2021-12-17T11:22:55.189+0530,813
OP-8096,2021-12-15T12:21:03.133+0530,860
OP-8095,2021-12-15T12:21:03.459+0530,860
OP-8094,2021-12-15T12:21:03.357+0530,860
OP-8093,2021-12-15T12:20:58.638+0530,860
OP-8092,2021-12-15T12:20:59.032+0530,860
OP-8091,2021-12-15T12:20:58.937+0530,860
OP-8090,2021-12-15T12:20:59.454+0530,860
OP-8089,2021-12-15T12:20:59.234+0530,860
OP-8088,2021-11-15T16:37:47.853+0530,1576
OP-8087,2021-12-15T12:20:59.807+0530,860
OP-8086,2021-12-15T12:21:00.088+0530,860
OP-8085,2021-12-15T12:20:59.991+0530,860
OP-8084,2021-12-15T12:21:00.292+0530,860
OP-8083,2021-12-15T12:21:16.316+0530,860
OP-8082,2021-12-15T12:21:16.141+0530,860
OP-8081,2021-12-15T12:21:16.709+0530,860
OP-8080,2021-12-15T12:21:16.491+0530,860
OP-8079,2021-12-15T12:21:17.398+0530,860
OP-8078,2021-12-15T12:21:16.902+0530,860
OP-8077,2021-12-15T12:21:17.782+0530,860
OP-8076,2021-12-15T12:21:17.616+0530,860
OP-8075,2021-12-15T12:21:18.099+0530,860
OP-8074,2021-12-15T12:21:17.916+0530,860
OP-8073,2021-12-15T12:21:13.612+0530,860
OP-8072,2021-12-15T12:21:14.072+0530,860
OP-8071,2021-12-15T12:21:13.980+0530,860
OP-8070,2021-12-15T12:21:14.423+0530,860
OP-8069,2021-12-15T12:21:14.292+0530,860
OP-8068,2021-12-15T12:21:14.611+0530,860
OP-8067,2021-12-15T12:21:14.518+0530,860
OP-8066,2021-12-15T12:21:14.928+0530,860
OP-8065,2021-12-15T12:21:14.699+0530,860
OP-8064,2021-12-15T12:21:15.129+0530,860
OP-8063,2021-12-15T12:21:11.792+0530,860
OP-8062,2021-12-15T12:21:11.533+0530,860
OP-8061,2021-12-15T12:21:12.055+0530,860
OP-8060,2021-12-15T12:21:11.967+0530,860
OP-8059,2021-12-15T12:21:12.440+0530,860
OP-8058,2021-12-15T12:21:12.335+0530,860
OP-8057,2021-12-15T12:21:12.937+0530,860
OP-8056,2021-12-15T12:21:12.767+0530,860
OP-8055,2021-12-15T12:21:13.283+0530,860
OP-8054,2021-12-15T12:21:13.031+0530,860
OP-8053,2021-12-15T12:21:10.256+0530,860
OP-8052,2021-12-15T12:21:10.491+0530,860
OP-8051,2021-12-15T12:21:10.367+0530,860
OP-8050,2021-12-15T12:21:10.690+0530,860
OP-8049,2021-12-15T12:21:10.585+0530,860
OP-8048,2021-12-15T12:21:10.894+0530,860
OP-8047,2021-12-15T12:21:10.803+0530,860
OP-8046,2021-12-15T12:21:11.144+0530,860
OP-8045,2021-12-15T12:21:11.029+0530,860
OP-8044,2021-12-15T12:21:11.264+0530,860
OP-8043,2021-12-15T12:21:19.128+0530,860
OP-8042,2021-12-15T12:21:19.028+0530,860
OP-8041,2021-12-15T12:21:19.315+0530,860
OP-8040,2021-12-15T12:21:19.227+0530,860
OP-8039,2021-12-15T12:21:19.506+0530,860
OP-8038,2021-12-15T12:21:19.414+0530,860
OP-8037,2021-12-15T12:21:19.710+0530,860
OP-8036,2021-12-15T12:21:19.605+0530,860
OP-8035,2021-12-15T12:21:19.919+0530,860
OP-8034,2021-12-15T12:21:19.807+0530,860
OP-8033,2021-12-15T12:21:24.527+0530,860
OP-8032,2021-12-15T12:21:24.432+0530,860
OP-8031,2021-12-15T12:21:24.619+0530,860
OP-8030,2021-12-17T11:21:42.973+0530,813
OP-8029,2021-12-15T12:21:24.790+0530,860
OP-8028,2021-12-15T12:21:24.709+0530,860
OP-8027,2021-12-15T12:21:25.001+0530,860
OP-8026,2021-12-15T12:21:24.876+0530,860
OP-8025,2021-12-15T12:21:25.261+0530,860
OP-8024,2021-12-15T12:21:25.095+0530,860
OP-8023,2021-12-15T12:21:23.110+0530,860
OP-8022,2021-12-15T12:21:23.306+0530,860
OP-8021,2021-12-15T12:21:23.206+0530,860
OP-8020,2021-12-15T12:21:23.479+0530,860
OP-8019,2021-12-15T12:21:23.397+0530,860
